run_label,run,model,model_id,provider,pair_id,brand_pair,prompt_type,dimension,brand,est_tokens_in,est_tokens_out,est_tokens_total,latency_ms,est_cost_usd,error,timestamp,prompt_language
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,social,Hermes,148,90,238,3192,0.0,,2026-04-04T08:37:04.351073+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Hermes,144,98,242,3801,0.0,,2026-04-04T08:37:09.156546+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Hermes,148,85,233,3817,0.0,,2026-04-04T08:37:13.978766+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Hermes,144,90,234,2292,0.0,,2026-04-04T08:37:17.272236+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Coach,146,96,242,2752,0.0,,2026-04-04T08:37:21.026639+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Coach,145,97,242,3465,0.0,,2026-04-04T08:37:25.495892+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Coach,147,120,267,2667,0.0,,2026-04-04T08:37:29.167892+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Coach,146,84,230,2638,0.0,,2026-04-04T08:37:32.811880+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,social,Coach,148,75,223,3461,0.0,,2026-04-04T08:37:37.275927+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Coach,144,95,239,4321,0.0,,2026-04-04T08:37:42.600472+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Coach,147,113,260,3719,0.0,,2026-04-04T08:37:47.327479+00:00,en
Run 2 (global),1,gemini,gemini-2.5-flash,Google,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Coach,143,82,225,2924,0.0,,2026-04-04T08:37:51.258731+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,weighted_recommendation,,,289,109,398,3979,0.00019793,,2026-04-04T08:37:56.244297+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimensional_differentiation,,,279,129,408,4582,0.00021723,,2026-04-04T08:38:01.829164+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Hermes,147,84,231,3344,0.00013209,,2026-04-04T08:38:06.178905+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Hermes,145,86,231,3434,0.00013375,,2026-04-04T08:38:10.620980+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Hermes,148,88,236,3272,0.00013676,,2026-04-04T08:38:14.899931+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Hermes,147,80,227,2795,0.00012769,,2026-04-04T08:38:18.701686+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,social,Hermes,148,73,221,3102,0.00012026,,2026-04-04T08:38:22.807737+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Hermes,144,78,222,2697,0.00012468,,2026-04-04T08:38:26.511420+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Hermes,148,80,228,3165,0.00012796,,2026-04-04T08:38:30.679566+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Hermes,144,80,224,3433,0.00012688,,2026-04-04T08:38:35.119252+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Coach,146,72,218,2685,0.00011862,,2026-04-04T08:38:38.806437+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Coach,145,94,239,3422,0.00014255,,2026-04-04T08:38:43.234276+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Coach,147,92,239,2936,0.00014089,,2026-04-04T08:38:47.176220+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Coach,146,88,234,2889,0.00013622,,2026-04-04T08:38:51.069678+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,social,Coach,148,65,213,2754,0.00011146,,2026-04-04T08:38:54.829914+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Coach,144,79,223,2848,0.00012578,,2026-04-04T08:38:58.686190+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Coach,147,98,245,2983,0.00014749,,2026-04-04T08:39:02.676322+00:00,en
Run 2 (global),1,deepseek,deepseek-chat,DeepSeek,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Coach,143,83,226,3036,0.00012991,,2026-04-04T08:39:06.718622+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,weighted_recommendation,,,289,107,396,102902,0.0,,2026-04-04T08:40:50.630038+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimensional_differentiation,,,279,114,393,41576,0.0,,2026-04-04T08:41:33.210486+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Hermes,147,71,218,56521,0.0,,2026-04-04T08:42:30.737476+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Hermes,145,75,220,10160,0.0,,2026-04-04T08:42:41.904004+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Hermes,148,76,224,16903,0.0,,2026-04-04T08:42:59.814798+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Hermes,147,70,217,36656,0.0,,2026-04-04T08:43:37.476399+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,social,Hermes,148,66,214,69832,0.0,,2026-04-04T08:44:48.312091+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Hermes,144,83,227,48447,0.0,,2026-04-04T08:45:37.765163+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Hermes,148,76,224,9172,0.0,,2026-04-04T08:45:47.939168+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Hermes,144,69,213,65846,0.0,,2026-04-04T08:46:54.789851+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Coach,146,74,220,9300,0.0,,2026-04-04T08:47:05.094356+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Coach,145,72,217,9682,0.0,,2026-04-04T08:47:15.781076+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Coach,147,63,210,23001,0.0,,2026-04-04T08:47:39.788100+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Coach,146,68,214,7222,0.0,,2026-04-04T08:47:48.012243+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,social,Coach,148,64,212,10621,0.0,,2026-04-04T08:47:59.635420+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Coach,144,76,220,8991,0.0,,2026-04-04T08:48:09.632456+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Coach,147,69,216,14493,0.0,,2026-04-04T08:48:25.127362+00:00,en
Run 2 (global),1,qwen3_local,qwen3:30b,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Coach,143,68,211,9242,0.0,,2026-04-04T08:48:35.375093+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,weighted_recommendation,,,289,103,392,52701,0.0,,2026-04-04T08:49:29.082140+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimensional_differentiation,,,279,93,372,3343,0.0,,2026-04-04T08:49:33.429099+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Hermes,147,92,239,2200,0.0,,2026-04-04T08:49:36.632625+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Hermes,145,81,226,2037,0.0,,2026-04-04T08:49:39.676066+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Hermes,148,82,230,2066,0.0,,2026-04-04T08:49:42.744742+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Hermes,147,66,213,1752,0.0,,2026-04-04T08:49:45.501426+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,social,Hermes,148,74,222,1980,0.0,,2026-04-04T08:49:48.482688+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Hermes,144,73,217,1894,0.0,,2026-04-04T08:49:51.378161+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Hermes,148,75,223,1887,0.0,,2026-04-04T08:49:54.269310+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Hermes,144,74,218,1925,0.0,,2026-04-04T08:49:57.200002+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,semiotic,Coach,146,71,217,1674,0.0,,2026-04-04T08:49:59.881720+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,narrative,Coach,145,65,210,1795,0.0,,2026-04-04T08:50:02.677943+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,ideological,Coach,147,76,223,1850,0.0,,2026-04-04T08:50:05.531879+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,experiential,Coach,146,61,207,1543,0.0,,2026-04-04T08:50:08.078068+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,social,Coach,148,70,218,1716,0.0,,2026-04-04T08:50:10.796551+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,economic,Coach,144,94,238,2314,0.0,,2026-04-04T08:50:14.112088+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,cultural,Coach,147,86,233,2131,0.0,,2026-04-04T08:50:17.246923+00:00,en
Run 2 (global),1,gemma4_local,gemma4:latest,Ollama local,luxury_heritage,Hermes vs Coach,dimension_probe,temporal,Coach,143,72,215,1941,0.0,,2026-04-04T08:50:20.194206+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,weighted_recommendation,,,290,133,423,1778,0.000764,,2026-04-04T08:50:22.977325+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimensional_differentiation,,,279,157,436,1999,0.0008512,,2026-04-04T08:50:25.979029+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,semiotic,Patagonia,148,141,289,1811,0.0006824,,2026-04-04T08:50:28.792700+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,narrative,Patagonia,147,136,283,1752,0.0006616,,2026-04-04T08:50:31.549432+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,ideological,Patagonia,149,141,290,1646,0.0006832,,2026-04-04T08:50:34.201281+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,experiential,Patagonia,148,102,250,2322,0.0005264,,2026-04-04T08:50:37.525643+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,social,Patagonia,150,126,276,1803,0.000624,,2026-04-04T08:50:40.330546+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,economic,Patagonia,146,120,266,1575,0.0005968,,2026-04-04T08:50:42.907791+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,cultural,Patagonia,149,146,295,3048,0.0007032,,2026-04-04T08:50:46.963020+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,temporal,Patagonia,145,84,229,2251,0.000452,,2026-04-04T08:50:50.216555+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,semiotic,Columbia,148,124,272,1914,0.0006144,,2026-04-04T08:50:53.135727+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,narrative,Columbia,146,130,276,2655,0.0006368,,2026-04-04T08:50:56.793339+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,ideological,Columbia,149,94,243,1317,0.0004952,,2026-04-04T08:50:59.114827+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,experiential,Columbia,148,101,249,1690,0.0005224,,2026-04-04T08:51:01.809361+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,social,Columbia,149,111,260,1664,0.0005632,,2026-04-04T08:51:04.477645+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,economic,Columbia,145,135,280,1601,0.000656,,2026-04-04T08:51:07.081198+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,cultural,Columbia,149,114,263,1483,0.0005752,,2026-04-04T08:51:09.570040+00:00,en
Run 2 (global),1,claude,claude-haiku-4-5,Anthropic,purpose_driven,Patagonia vs Columbia,dimension_probe,temporal,Columbia,145,112,257,1769,0.000564,,2026-04-04T08:51:12.344858+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,weighted_recommendation,,,290,125,415,3017,0.0001185,,2026-04-04T08:51:16.369336+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimensional_differentiation,,,279,127,406,3106,0.00011805,,2026-04-04T08:51:20.479714+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,semiotic,Patagonia,148,84,232,1687,7.26e-05,,2026-04-04T08:51:23.170768+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,narrative,Patagonia,147,112,259,2083,8.925e-05,,2026-04-04T08:51:26.260176+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,ideological,Patagonia,149,100,249,1914,8.235e-05,,2026-04-04T08:51:29.178973+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,experiential,Patagonia,148,69,217,1382,6.36e-05,,2026-04-04T08:51:31.565722+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,social,Patagonia,150,107,257,1934,8.67e-05,,2026-04-04T08:51:34.504803+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,economic,Patagonia,146,94,240,2566,7.83e-05,,2026-04-04T08:51:38.077176+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,cultural,Patagonia,149,107,256,1978,8.655e-05,,2026-04-04T08:51:41.060419+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,temporal,Patagonia,145,92,237,1780,7.695e-05,,2026-04-04T08:51:43.843882+00:00,en
Run 2 (global),1,gpt,gpt-4o-mini,OpenAI,purpose_driven,Patagonia vs Columbia,dimension_probe,semiotic,Columbia,148,84,232,1951,7.26e-05,,2026-04-04T08:51:46.797758+00:00,en
